Delivery,Batsman,Bowler,Outcome,BattingTeam,BowlingTeam,Ground,Innings,L/R,Bowling,Date,Match
2.3,Moises Henriques,Tymal Mills,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
2.4,Moises Henriques,Tymal Mills,3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
2.5,Shikhar Dhawan,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
2.6,Moises Henriques,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
3.1,Moises Henriques,Yuzvendra Chahal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
3.2,Moises Henriques,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
3.3,Shikhar Dhawan,Yuzvendra Chahal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
3.4,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
3.5,Moises Henriques,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
3.6,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
4.1,Shikhar Dhawan,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
4.2,Moises Henriques,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
4.3,Shikhar Dhawan,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
4.4,Moises Henriques,Sreenath Aravind,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
4.5,Moises Henriques,Sreenath Aravind,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
4.6,Moises Henriques,Sreenath Aravind,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
5.1,Shikhar Dhawan,Shane Watson,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
5.2,Shikhar Dhawan,Shane Watson,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
5.3,Shikhar Dhawan,Shane Watson,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
5.4,Shikhar Dhawan,Shane Watson,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
5.5,Shikhar Dhawan,Shane Watson,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
5.6,Shikhar Dhawan,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
6.1,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
6.2,Moises Henriques,Yuzvendra Chahal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
6.3,Moises Henriques,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
6.4,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
6.5,Moises Henriques,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
6.6,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
7.1,Shikhar Dhawan,Travis Head,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm offbreak,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
7.2,Moises Henriques,Travis Head,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm offbreak,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
7.3,Shikhar Dhawan,Travis Head,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm offbreak,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
7.4,Moises Henriques,Travis Head,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm offbreak,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
7.5,Moises Henriques,Travis Head,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm offbreak,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
7.6,Shikhar Dhawan,Travis Head,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm offbreak,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
8.1,Shikhar Dhawan,Yuzvendra Chahal,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
8.2,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
8.3,Moises Henriques,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
8.4,Shikhar Dhawan,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
8.5,Moises Henriques,Yuzvendra Chahal,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
8.6,Moises Henriques,Yuzvendra Chahal,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
9.1,Shikhar Dhawan,Aniket Choudhary,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
9.2,Shikhar Dhawan,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
9.3,Moises Henriques,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
9.4,Shikhar Dhawan,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
9.5,Moises Henriques,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
9.6,Shikhar Dhawan,Aniket Choudhary,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
10.1,Moises Henriques,Stuart Binny,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
10.2,Shikhar Dhawan,Stuart Binny,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
10.3,Shikhar Dhawan,Stuart Binny,Wicket,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
10.4,Moises Henriques,Stuart Binny,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
10.5,Yuvraj Singh,Stuart Binny,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
10.6,Yuvraj Singh,Stuart Binny,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
11.1,Moises Henriques,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
11.2,Yuvraj Singh,Sreenath Aravind,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
11.3,Yuvraj Singh,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
11.4,Moises Henriques,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
11.5,Yuvraj Singh,Sreenath Aravind,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
11.6,Yuvraj Singh,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.1,Yuvraj Singh,Aniket Choudhary,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.2,Yuvraj Singh,Aniket Choudhary,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.3,Yuvraj Singh,Aniket Choudhary,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.4,Yuvraj Singh,Aniket Choudhary,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.5,Yuvraj Singh,Aniket Choudhary,1(Wide),Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.5,Yuvraj Singh,Aniket Choudhary,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
12.6,Yuvraj Singh,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
13.1,Yuvraj Singh,Shane Watson,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
13.2,Yuvraj Singh,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
13.3,Moises Henriques,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
13.4,Yuvraj Singh,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
13.5,Moises Henriques,Shane Watson,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
13.6,Moises Henriques,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
14.1,Moises Henriques,Sreenath Aravind,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
14.2,Moises Henriques,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
14.3,Yuvraj Singh,Sreenath Aravind,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
14.4,Yuvraj Singh,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
14.5,Moises Henriques,Sreenath Aravind,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
14.6,Moises Henriques,Sreenath Aravind,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium-fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
15.1,Moises Henriques,Yuzvendra Chahal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
15.2,Moises Henriques,Yuzvendra Chahal,Wicket,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
15.3,Yuvraj Singh,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
15.4,Deepak Hooda,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
15.5,Yuvraj Singh,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
15.6,Deepak Hooda,Yuzvendra Chahal,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Legbreak googly,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
16.1,Deepak Hooda,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
16.2,Yuvraj Singh,Tymal Mills,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
16.3,Yuvraj Singh,Tymal Mills,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
16.4,Yuvraj Singh,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
16.5,Deepak Hooda,Tymal Mills,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
16.6,Deepak Hooda,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.1,Deepak Hooda,Aniket Choudhary,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.2,Deepak Hooda,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.3,Yuvraj Singh,Aniket Choudhary,1(Wide),Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.3,Yuvraj Singh,Aniket Choudhary,1(Wide),Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.3,Yuvraj Singh,Aniket Choudhary,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.4,Yuvraj Singh,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.5,Deepak Hooda,Aniket Choudhary,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
17.6,Deepak Hooda,Aniket Choudhary,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
18.1,Deepak Hooda,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
18.2,Yuvraj Singh,Tymal Mills,4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
18.3,Yuvraj Singh,Tymal Mills,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
18.4,Yuvraj Singh,Tymal Mills,Wicket,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Left,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
18.5,Ben Cutting,Tymal Mills,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
18.6,Deepak Hooda,Tymal Mills,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Left-arm fast,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
19.1,Ben Cutting,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
19.2,Deepak Hooda,Shane Watson,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
19.3,Ben Cutting,Shane Watson,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
19.4,Ben Cutting,Shane Watson,2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
19.5,Ben Cutting,Shane Watson,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
19.6,Ben Cutting,Shane Watson,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1,Right,Right-arm fast-medium,20170405,Sunrisers Hyderabad v Royal Challengers Bangalore
