Delivery,Batsman,Bowler,Outcome,BattingTeam,BowlingTeam,Ground,Innings,L/R,Bowling,Date,Match
3.4,Rohit Sharma,Shane Watson,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
3.5,Rohit Sharma,Shane Watson,Wicket,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
3.6,Ishan Kishan,Shane Watson,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
4.1,Suryakumar Yadav,Deepak Chahar,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
4.2,Suryakumar Yadav,Deepak Chahar,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
4.3,Suryakumar Yadav,Deepak Chahar,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
4.4,Suryakumar Yadav,Deepak Chahar,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
4.5,Suryakumar Yadav,Deepak Chahar,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
4.6,Suryakumar Yadav,Deepak Chahar,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
5.1,Ishan Kishan,Shane Watson,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
5.2,Suryakumar Yadav,Shane Watson,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
5.3,Suryakumar Yadav,Shane Watson,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
5.4,Suryakumar Yadav,Shane Watson,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
5.5,Suryakumar Yadav,Shane Watson,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
5.6,Suryakumar Yadav,Shane Watson,6,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
6.1,Ishan Kishan,Harbhajan Singh,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
6.2,Ishan Kishan,Harbhajan Singh,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
6.3,Suryakumar Yadav,Harbhajan Singh,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
6.4,Ishan Kishan,Harbhajan Singh,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
6.5,Ishan Kishan,Harbhajan Singh,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
6.6,Suryakumar Yadav,Harbhajan Singh,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
7.1,Suryakumar Yadav,Ravindra Jadeja,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Slow left-arm orthodox,20180407,Mumbai Indians v Chennai Super Kings
7.2,Ishan Kishan,Ravindra Jadeja,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Slow left-arm orthodox,20180407,Mumbai Indians v Chennai Super Kings
7.3,Ishan Kishan,Ravindra Jadeja,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Slow left-arm orthodox,20180407,Mumbai Indians v Chennai Super Kings
7.4,Ishan Kishan,Ravindra Jadeja,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Slow left-arm orthodox,20180407,Mumbai Indians v Chennai Super Kings
7.5,Ishan Kishan,Ravindra Jadeja,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Slow left-arm orthodox,20180407,Mumbai Indians v Chennai Super Kings
7.6,Ishan Kishan,Ravindra Jadeja,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Slow left-arm orthodox,20180407,Mumbai Indians v Chennai Super Kings
8.1,Suryakumar Yadav,Harbhajan Singh,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
8.2,Suryakumar Yadav,Harbhajan Singh,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
8.3,Suryakumar Yadav,Harbhajan Singh,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
8.4,Suryakumar Yadav,Harbhajan Singh,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
8.5,Ishan Kishan,Harbhajan Singh,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
8.6,Suryakumar Yadav,Harbhajan Singh,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm offbreak,20180407,Mumbai Indians v Chennai Super Kings
9.1,Ishan Kishan,Mark Wood,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
9.2,Ishan Kishan,Mark Wood,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
9.3,Ishan Kishan,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
9.4,Suryakumar Yadav,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
9.5,Ishan Kishan,Mark Wood,1(LB),Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
9.6,Suryakumar Yadav,Mark Wood,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
10.1,Ishan Kishan,Imran Tahir,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
10.2,Ishan Kishan,Imran Tahir,6,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
10.3,Ishan Kishan,Imran Tahir,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
10.4,Ishan Kishan,Imran Tahir,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
10.5,Suryakumar Yadav,Imran Tahir,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
10.6,Ishan Kishan,Imran Tahir,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
11.1,Suryakumar Yadav,Dwayne Bravo,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
11.2,Suryakumar Yadav,Dwayne Bravo,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
11.3,Suryakumar Yadav,Dwayne Bravo,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
11.4,Suryakumar Yadav,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
11.5,Ishan Kishan,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
11.6,Suryakumar Yadav,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
12.1,Ishan Kishan,Shane Watson,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
12.2,Suryakumar Yadav,Shane Watson,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
12.3,Suryakumar Yadav,Shane Watson,Wicket,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
12.4,Hardik Pandya,Shane Watson,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
12.5,Ishan Kishan,Shane Watson,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
12.6,Hardik Pandya,Shane Watson,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
13.1,Hardik Pandya,Mark Wood,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
13.2,Hardik Pandya,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
13.3,Ishan Kishan,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
13.4,Hardik Pandya,Mark Wood,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
13.5,Hardik Pandya,Mark Wood,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
13.6,Hardik Pandya,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
14.1,Hardik Pandya,Imran Tahir,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
14.2,Hardik Pandya,Imran Tahir,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
14.3,Hardik Pandya,Imran Tahir,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
14.4,Ishan Kishan,Imran Tahir,Wicket,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
14.5,Krunal Pandya,Imran Tahir,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
14.6,Krunal Pandya,Imran Tahir,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Legbreak googly,20180407,Mumbai Indians v Chennai Super Kings
15.1,Hardik Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
15.2,Krunal Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
15.3,Krunal Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
15.4,Hardik Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
15.5,Krunal Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
15.6,Krunal Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
16.1,Krunal Pandya,Mark Wood,6,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
16.2,Krunal Pandya,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
16.3,Hardik Pandya,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
16.4,Krunal Pandya,Mark Wood,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
16.5,Krunal Pandya,Mark Wood,1(Wide),Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
16.5,Krunal Pandya,Mark Wood,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
16.6,Krunal Pandya,Mark Wood,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
17.1,Hardik Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
17.2,Krunal Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
17.3,Hardik Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
17.4,Krunal Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
17.5,Krunal Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
17.6,Krunal Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
18.1,Hardik Pandya,Mark Wood,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
18.2,Krunal Pandya,Mark Wood,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
18.3,Krunal Pandya,Mark Wood,4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
18.4,Krunal Pandya,Mark Wood,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
18.5,Krunal Pandya,Mark Wood,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
18.6,Krunal Pandya,Mark Wood,6,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm fast,20180407,Mumbai Indians v Chennai Super Kings
19.1,Hardik Pandya,Dwayne Bravo,1(LB),Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
19.2,Krunal Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
19.3,Krunal Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Left,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
19.4,Hardik Pandya,Dwayne Bravo,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
19.5,Hardik Pandya,Dwayne Bravo,2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
19.6,Hardik Pandya,Dwayne Bravo,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
0.1,Shane Watson,Mitchell McClenaghan,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
0.2,Shane Watson,Mitchell McClenaghan,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
0.3,Ambati Rayadu,Mitchell McClenaghan,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
0.4,Shane Watson,Mitchell McClenaghan,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
0.5,Ambati Rayadu,Mitchell McClenaghan,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
0.6,Ambati Rayadu,Mitchell McClenaghan,4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
1.1,Shane Watson,Mustafizur Rahman,4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
1.2,Shane Watson,Mustafizur Rahman,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
1.3,Shane Watson,Mustafizur Rahman,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
1.4,Shane Watson,Mustafizur Rahman,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
1.5,Ambati Rayadu,Mustafizur Rahman,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
1.6,Ambati Rayadu,Mustafizur Rahman,4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm fast-medium,20180407,Mumbai Indians v Chennai Super Kings
2.1,Shane Watson,Jasprit Bumrah,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
2.2,Shane Watson,Jasprit Bumrah,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
2.3,Shane Watson,Jasprit Bumrah,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
2.4,Ambati Rayadu,Jasprit Bumrah,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
2.5,Shane Watson,Jasprit Bumrah,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
2.6,Ambati Rayadu,Jasprit Bumrah,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium,20180407,Mumbai Indians v Chennai Super Kings
3.1,Shane Watson,Hardik Pandya,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
3.2,Ambati Rayadu,Hardik Pandya,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
3.3,Shane Watson,Hardik Pandya,6,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
3.4,Shane Watson,Hardik Pandya,Wicket,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
3.5,Ambati Rayadu,Hardik Pandya,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
3.6,Ambati Rayadu,Hardik Pandya,4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Right-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
4.1,Suresh Raina,Mitchell McClenaghan,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Left,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
4.2,Ambati Rayadu,Mitchell McClenaghan,4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
4.3,Ambati Rayadu,Mitchell McClenaghan,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Right,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
4.4,Suresh Raina,Mitchell McClenaghan,2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Left,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
4.5,Suresh Raina,Mitchell McClenaghan,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Left,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
4.6,Suresh Raina,Mitchell McClenaghan,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2,Left,Left-arm medium-fast,20180407,Mumbai Indians v Chennai Super Kings
